,review,rating
125678,"""Hello. I&#039;m a 28 year old female standing 5&#039;3&quot;. I went to my doctor on 7/31/14 and was prescribed phentermine 37.5. At the office I weighed in at 275 lbs.! I started taking the medication on 8/1/14 (half a pill to see how it would effect my heart rate. I have hypertension). On 8/2/14 I weighed myself and the scale read 269.6. I only took half a pill that day, too. This morning, 8/3/14, I weighed in at 265 on the nose! I&#039;ve been overweight since the age of three and remember being on diet pills at the age of nine. I&#039;ve tried it alI. As an emotional eater who needed a miracle, all I can say is thank God.""",10
25893,"""I&#039;m so glad to finally get relief.  I tried everything else with no results.  I saw the commercial and asked my doc about Linzess. He agreed I should try it.  He told me to take it in the morning, 30 minutes BEFORE my first meal.  I took it later and I got diarrhea.  Now I take it in morning and it works great!  I know this sounds dramatic but I feel like I got my life back during these two weeks.  If it works for me it should work for anyone.  $30 copay is same as buying miralax which doesn&#039;t really work for me.  I&#039;m satisfied.""",10
50835,"""This is a miracle med its helped with the hallucinations and the paranoia""",10
115531,"""I&#039;m 22 and this is the 1st time I&#039;ve been on birth control. I&#039;ve always had irregular periods, missing them for 2-3 months so that I would only get 5-6 periods the whole year. I have had no side effects at all with Microgestin. During the placebo week, I actually got my period on time as predicted and it only lasted for about 4 days. I&#039;m used to it being very heavy and lasting a week. During the end of the 2nd week and throughout the 3rd week of the pills, I had brown discharge but that usually happens before I have my period. Overall, no complaints and it seems to be working!""",10
102181,"""I just went to my doctor and had my second Mirena put in. The last five years of having Mirena has been good. I still had my periods, but very light and only lasting a few days. My sex life was great and I didn&#039;t get pregnant. Also, I&#039;m 32 and have two kids. I decided because Mirena works for me to keep on continuing it. The removal of the old one and placement of the new one was a little painful, but after an hour I felt great. I&#039;m looking forward to the next five years.""",10
1006,"""Had severe diarrhea, admitted in hospital. They gave me Flagyl,and it stopped the diarrhea. Then at home 4 years later had severe diarrhea and used 500mg of Flagyl 3 times a day,and was well. Thank the Lord for Flagyl.""",10
38336,"""It has not shown any side effects in me.  It works the following day and it&#039;s almost tasteless.  I mix it with cranberry juice and you can barely taste it.  It beats Milk of Magnesium by a long shot.""",10
44538,"""I have Generalised Anxiety Disorder and take this nightly to sleep.  This medication works wonderfully for relieving the physical symptoms of GAD which is what it was intended for.  Yes this is addictive and has side effects that can affect memory however I don&#039;t think I could live without this medication.  Anti-Depressants don&#039;t touch my anxiety where as this does.""",10
93298,"""I was diagnosed with ANMDARE early 2013 I had a reasonably quick diagnosis and was started on a course of octagam and prednisone and had a very fast recovery I can&#039;t tell doses etc because I don&#039;t remember much from that time, I&#039;m currently laying in hospital being treated for a relapse on a dosage of 30g per day over 5 days and 1g per day prednisone for 3 days I&#039;m in day 2 and already feel much better""",10
97675,"""This medicine has been amazing. I have been on it for about 6 weeks.  I am also taking Nardil which has been effective sporadically. Finally I&#039;m happy ALL THE TIME! I&#039;ve also had to greatly reduce my Levoxyl because my thyroid is speeding up. My depression is finally gone after years of treatment resistant atypical depression. """,10
88086,"""I give this a 10 because it has been very effective in preventing pregnancy. I got mine in June 2017 so I&#039;ve had this for 1 year. During insertion I felt a pinch that lasted a few seconds. I did not bleed at all. I was told it was common to bleed 3 to 6 weeks after. I did not bleed until my next scheduled period. It was a day or so off. It was a light flow so it lasted a few days longer. Spotting for a few day then a light flow in the middle and finished spotting. I never needed a tampon or a regular pad. I only wore thick liners. I did however experience side effects. For the first few months I had headaches every other day. Then right before my period I would get sharp cramps that lasted a day then normal cramps and pain. So far I love it.""",10
150501,"""I just had L5-S1 Lumbar Herniated Disc Surgery.. 3 weeks after the surgery, I started leaning to the left due to fluid infection surrounding the disc.. My Dr gave me Oxycodone and Tizanidine for the excruciating pain.. Tizanidine / Zanaflex is definitely a 10 when it come to Sciatica and Spasms! Only lasts 3-4 hours, but it works best when combined with pain meds.. Hope y&#039;all find this helpful..""",10
